Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names	Length	Postion_GH154	Count_GH154	Postion_unk	Count_unk	Postion_GH	Count_GH
Bacteroides thetaiotaomicron VPI-3164	#71811	Predicted PUL 63	HTCS GH2 GH105 SusC SusD unk unk GH154 unk Sulf_1 GH88 GH43_26|GH106 GH146			13	7	1	5, 6, 8	3	1, 2, 7, 10, 11, 12	6
Bacteroides thetaiotaomicron VPI-3443	#71674	Predicted PUL 18	GH154 unk SusC SusD GH30_6 unk GH130_1			7	0	1	1, 5	2	0, 4, 6	3
Bacteroides thetaiotaomicron VPI-3443	#71714	Predicted PUL 58	GH105 PL42 GH43_24 GH16_3|GH43_24 unk SusD SusC unk unk HTCS GH154 unk GH43_34 GH127 unk unk SusD SusC unk unk unk GH29 GH97 GH43_10|CBM91 GH43_34|CBM32 GH97 HTCS GH31_4 GH51_2 GH43_9|CBM91|GH43_19 GH43_19 GH35|CBM32			32	10	1	4, 7, 8, 11, 14, 15, 18, 19, 20	9	0, 2, 3, 10, 12, 13, 21, 22, 23, 24, 25, 27, 28, 29, 30, 31	16
Bacteroides thetaiotaomicron VPI-5482	#27963	Predicted PUL 39	GH146 GH43_26|GH106 GH88 Sulf_1 unk GH154 unk unk SusD SusC GH105 GH2 HTCS	#27870	Lite 42	13	5	1	4, 6, 7	3	0, 1, 2, 5, 10, 11	6
Bacteroides thetaiotaomicron VPI-5482	#27967	Predicted PUL 43	GH154 unk unk SusC SusD GH30_6 unk GH130_1	#27874	Lite 46	8	0	1	1, 2, 6	3	0, 5, 7	3
Bacteroides thetaiotaomicron VPI-5482	#27987	Predicted PUL 63	GH35|CBM32 GH43_19 GH43_9|CBM91|GH43_19 GH51_2 unk GH31_4 HTCS GH97 GH43_34|CBM32 GH43_10|CBM91 GH97 GH29 unk unk unk unk SusC SusD unk unk GH127 GH43_34 unk GH154 HTCS unk SusC SusD unk GH16_3|GH43_24 unk GH43_24 PL42 GH105	#27892, #27893, #27921	Lite 64, Lite 65, Lite 93	34	23	1	4, 12, 13, 14, 15, 18, 19, 22, 25, 28, 30	11	0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 20, 21, 23, 29, 31, 33	16
Bacteroides thetaiotaomicron VPI-5482A	#71583	Predicted PUL 21	GH105 PL42 GH43_24 GH16_3|GH43_24 unk SusD SusC unk HTCS GH154 unk GH43_34 GH127 unk unk SusD SusC unk unk unk GH29 GH97 GH43_10|CBM91 unk GH43_34|CBM32 GH97 HTCS GH31_4 GH51_2 GH43_9|CBM91|GH43_19 GH43_19 GH35|CBM32			32	9	1	4, 7, 10, 13, 14, 17, 18, 19, 23	9	0, 2, 3, 9, 11, 12, 20, 21, 22, 24, 25, 27, 28, 29, 30, 31	16
Bacteroides thetaiotaomicron VPI-5482A	#71639	Predicted PUL 77	GH130_1 unk GH30_6 SusD SusC unk GH154			7	6	1	1, 5	2	0, 2, 6	3
Bacteroides thetaiotaomicron VPI-5482A	#71643	Predicted PUL 81	HTCS GH2 GH105 SusC SusD unk unk GH154 unk Sulf_1 GH88 GH43_26|GH106 GH146			13	7	1	5, 6, 8	3	1, 2, 7, 10, 11, 12	6
Bacteroides thetaiotaomicron VPI-BT7853	#71481	Predicted PUL 18	GH105 PL42 GH43_24 GH16_3|GH43_24 unk SusD SusC unk HTCS GH154 unk GH43_34 GH127 unk unk SusD SusC unk unk unk GH29 GH97 GH43_10|CBM91 unk GH43_34|CBM32 GH97 HTCS GH31_4			28	9	1	4, 7, 10, 13, 14, 17, 18, 19, 23	9	0, 2, 3, 9, 11, 12, 20, 21, 22, 24, 25, 27	12
Bacteroides thetaiotaomicron VPI-BT8702	#71428	Predicted PUL 66	GH35|CBM32 GH43_19 GH43_9|CBM91|GH43_19 GH51_2 GH31_4 HTCS GH97 GH43_34|CBM32 GH43_10|CBM91 GH97 GH29 unk unk unk SusC SusD unk unk GH127 GH43_34 unk GH154 HTCS unk unk unk SusC SusD unk GH16_3|GH43_24 GH43_24 PL42 GH105			33	21	1	11, 12, 13, 16, 17, 20, 23, 24, 25, 28	10	0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 18, 19, 21, 29, 30, 32	16
Bacteroides thetaiotaomicron VPI-BT8702	#71435	Predicted PUL 73	SusD SusC unk GH154			4	3	1	2	1	3	1
Bacteroides thetaiotaomicron VPI-BT8702	#71439	Predicted PUL 77	HTCS GH2 GH105 SusC SusD unk unk GH154 unk Sulf_1 GH88 GH43_26|GH106 GH146			13	7	1	5, 6, 8	3	1, 2, 7, 10, 11, 12	6
Bacteroides thetaiotaomicron VPI-BTDOT2	#71294	Predicted PUL 27	GH154 unk unk SusC SusD GH30_6 unk GH130_1			8	0	1	1, 2, 6	3	0, 5, 7	3
Bacteroides thetaiotaomicron VPI-BTDOT2	#71319	Predicted PUL 52	GH105 PL42 GH43_24 GH16_3|GH43_24 unk SusD SusC unk unk HTCS GH154 unk GH43_34 GH127 unk GH97 GH43_10|CBM91 unk unk GH29 GH43_34|CBM32 GH97 HTCS GH31_4 GH51_2 GH43_9|CBM91|GH43_19 GH43_19 GH35|CBM32			28	10	1	4, 7, 8, 11, 14, 17, 18	7	0, 2, 3, 10, 12, 13, 15, 16, 19, 20, 21, 23, 24, 25, 26, 27	16
Bacteroides thetaiotaomicron WAL8669	#71181	Predicted PUL 17	GH105 PL42 GH43_24 GH16_3|GH43_24 unk SusD SusC unk unk unk HTCS GH154 unk GH43_34 GH127 unk unk SusD SusC unk unk unk GH29 GH97 GH43_10|CBM91 GH43_34|CBM32 GH97 HTCS GH31_4			29	11	1	4, 7, 8, 9, 12, 15, 16, 19, 20, 21	10	0, 2, 3, 11, 13, 14, 22, 23, 24, 25, 26, 28	12
Bacteroides thetaiotaomicron WAL8669	#71221	Predicted PUL 57	GH154 unk SusC SusD GH30_6 unk GH130_1			7	0	1	1, 5	2	0, 4, 6	3
Bacteroides thetaiotaomicron WAL8713	#71119	Predicted PUL 45	GH35|CBM32 GH43_19 GH43_9|CBM91|GH43_19 GH43|GH51_2 GH31_4 HTCS GH97 GH43_34|CBM32 GH29 unk unk GH43_10|CBM91 GH97 unk GH127 GH43_34 unk GH154 HTCS unk unk unk SusC SusD unk GH16_3|GH43_24 GH43_24 PL42 GH105			29	17	1	9, 10, 13, 16, 19, 20, 21, 24	8	0, 1, 2, 3, 4, 6, 7, 8, 11, 12, 14, 15, 17, 25, 26, 28	16
Bacteroides thetaiotaomicron WAL8713	#71123	Predicted PUL 49	HTCS GH2 GH105 SusC SusD unk unk GH154 unk Sulf_1 GH88 GH43_26|GH106 GH146			13	7	1	5, 6, 8	3	1, 2, 7, 10, 11, 12	6
Bacteroides thetaiotaomicron WAL8713	#71158	Predicted PUL 84	GH130_1 unk GH30_6 SusD SusC unk GH154			7	6	1	1, 5	2	0, 2, 6	3
Bacteroides thetaiotaomicron WH3	#21957	Predicted PUL 56	GH35|CBM32 GH43_19 GH51_2 GH31_4 HTCS unk GH97 unk GH127 GH43_34 unk GH154 HTCS unk SusC SusD unk GH16_3|GH43_24 GH43_24 PL42 GH105			21	11	1	5, 7, 10, 13, 16	5	0, 1, 2, 3, 6, 8, 9, 11, 17, 18, 20	11
Bacteroides thetaiotaomicron WH3	#21971	Predicted PUL 70	GH130_1 GH30_6 SusD SusC unk unk GH154 unk unk unk GH43_18 SusD unk unk SusC SusC SusC Anti-σ ECF-σ			19	6	1	4, 5, 7, 8, 9, 12, 13	7	0, 1, 6, 10	4
Bacteroides uniformis An67	#35872	Predicted PUL 4	GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2 HTCS SusC SusD unk GH105|GH43_24 unk unk GH43_24|GH35|CBM32			17	0	1	12, 14, 15	3	0, 2, 3, 4, 5, 6, 7, 8, 13, 16	10
Bacteroides uniformis dnLKV2	#58259	Predicted PUL 32	GH43_24|GH35|CBM32 unk unk GH105|GH43_24 unk unk SusD SusC HTCS GH2 GH51_2 GH127 GH51_2 GH97 GH43_19|GH43_34 GH105 PL42 GH154			18	17	1	1, 2, 4, 5	4	0, 3, 9, 10, 11, 12, 13, 14, 15, 17	10
Bacteroides uniformis VPI-3537	#70988	Predicted PUL 49	GH154 PL42 GH105 GH43_19|GH43_34 GH97 GH51_2 GH127 GH51_2 GH2 HTCS SusC SusD unk unk GH105|GH43_24 unk unk GH43_24|GH35|CBM32			18	0	1	12, 13, 15, 16	4	0, 2, 3, 4, 5, 6, 7, 8, 14, 17	10
Bacteroides xylanisolvens An107	#36056	Predicted PUL 4	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens An107	#36096	Predicted PUL 44	GH130_1 unk GH30_6 SusD SusC unk unk GH154			8	7	1	1, 5, 6	3	0, 2, 7	3
Bacteroides xylanisolvens An109	#36157	Predicted PUL 10	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens An109	#36165	Predicted PUL 18	GH154 unk unk SusC SusD GH30_6 unk GH130_1			8	0	1	1, 2, 6	3	0, 5, 7	3
Bacteroides xylanisolvens AY11-1	#73667	Predicted PUL 70	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS			13	1, 2, 4	3	6	1	0, 1, 2, 3, 4, 5, 11	7
Bacteroides xylanisolvens BFG-319	#66837	Predicted PUL 90	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH154 GH105			14	8, 10, 11, 12	4	6	1	1, 7, 8, 9, 10, 11, 12, 13	8
Bacteroides xylanisolvens BFG-514	#64904	Predicted PUL 46	GH35 GH43_19 GH51_2 GH97 unk SusC SusD unk HTCS unk GH127 GH43_34 GH154 GH43_24 PL42			15	12	1	4, 7, 9	3	0, 1, 2, 3, 10, 11, 12, 13	8
Bacteroides xylanisolvens CL03T12C04	#16297	Predicted PUL 29	GH154 unk unk unk unk SusC SusD GH30_6 unk GH130_1			10	0	1	1, 2, 3, 4, 8	5	0, 7, 9	3
Bacteroides xylanisolvens CL03T12C04	#16335	Predicted PUL 67	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens CL11T00C41	#51723	Predicted PUL 72	GH35|CBM32 GH43_19 GH51_2 GH97 unk unk SusC SusD unk HTCS unk GH127 GH43_34 GH154 GH43_24 PL42			16	13	1	4, 5, 8, 10	4	0, 1, 2, 3, 11, 12, 13, 14	8
Bacteroides xylanisolvens H207	#39197	Predicted PUL 89	HTCS GH2 CE20|CE6 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens NLAE-zl-C182	#5264	Predicted PUL 38	GH35|CBM32 GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105			16	12	1	9	1	0, 1, 2, 3, 10, 11, 12, 13, 15	9
Bacteroides xylanisolvens NLAE-zl-C182	#5282	Predicted PUL 56	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS			13	1, 2, 4	3	6	1	0, 1, 2, 3, 4, 5, 11	7
Bacteroides xylanisolvens NLAE-zl-C202	#5338	Predicted PUL 11	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens NLAE-zl-C202	#5371	Predicted PUL 44	GH35|CBM32 GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105			16	12	1	9	1	0, 1, 2, 3, 10, 11, 12, 13, 15	9
Bacteroides xylanisolvens NLAE-zl-C29	#5439	Predicted PUL 15	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105			14	8, 11, 12	3	6	1	1, 7, 8, 10, 11, 12, 13	7
Bacteroides xylanisolvens NLAE-zl-C339	#5550	Predicted PUL 31	GH105 PL42 GH43_24 GH154 GH16_3|GH43_24 GH16_3 unk SusD SusC SusD SusC HTCS GH97 GH51_2 GH43_19 GH35|CBM32			16	3	1	6	1	0, 2, 3, 4, 5, 12, 13, 14, 15	9
Bacteroides xylanisolvens NLAE-zl-C339	#5553	Predicted PUL 34	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS			13	1, 2, 4	3	6	1	0, 1, 2, 3, 4, 5, 11	7
Bacteroides xylanisolvens NLAE-zl-G310	#5857	Predicted PUL 38	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens NLAE-zl-G339	#5766	Predicted PUL 46	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 GH43_28 Sulf_1|GH154 GH154 GH105			13	8, 10, 11	3	6	1	1, 7, 8, 9, 10, 11, 12	7
Bacteroides xylanisolvens NLAE-zl-G421	#5643	Predicted PUL 23	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS			13	1, 2, 4	3	6	1	0, 1, 2, 3, 4, 5, 11	7
Bacteroides xylanisolvens NLAE-zl-H194	#17256	Predicted PUL 60	GH105 GH154 GH154|Sulf_1 GH43_28 Sulf_1 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS			14	1, 2, 5	3	7	1	0, 1, 2, 3, 5, 6, 12	7
Bacteroides xylanisolvens NLAE-zl-P352	#12482	Predicted PUL 8	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1			14	0	1	1, 2, 6, 8, 12	5	0, 5, 7, 11, 13	5
Bacteroides xylanisolvens NLAE-zl-P352	#12567	Predicted PUL 93	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105			14	8, 11, 12	3	6	1	1, 7, 8, 10, 11, 12, 13	7
Bacteroides xylanisolvens NLAE-zl-P393	#12612	Predicted PUL 28	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105			14	8, 11, 12	3	6	1	1, 7, 8, 10, 11, 12, 13	7
Bacteroides xylanisolvens NLAE-zl-P393	#12650	Predicted PUL 66	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1			14	0	1	1, 2, 6, 8, 12	5	0, 5, 7, 11, 13	5
Bacteroides xylanisolvens NLAE-zl-P727	#12720	Predicted PUL 29	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1			14	0	1	1, 2, 6, 8, 12	5	0, 5, 7, 11, 13	5
Bacteroides xylanisolvens NLAE-zl-P727	#12734	Predicted PUL 43	GH105 GH154 GH154|Sulf_1 GH43_28 Sulf_1 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 GH2 HTCS			14	1, 2, 5	3	7	1	0, 1, 2, 3, 5, 6, 12	7
Bacteroides xylanisolvens NLAE-zl-P732	#12839	Predicted PUL 40	GH154 unk unk SusC SusD GH30_6 unk GH130_1 unk SusC SusD GH30_6 unk GH130_1			14	0	1	1, 2, 6, 8, 12	5	0, 5, 7, 11, 13	5
Bacteroides xylanisolvens NLAE-zl-P732	#12874	Predicted PUL 75	HTCS GH2 CE20 CBM|CBM|CBM96 SusC SusD unk GH50 GH88|GH154 Sulf_1 GH43_28 Sulf_1|GH154 GH154 GH105			14	8, 11, 12	3	6	1	1, 7, 8, 10, 11, 12, 13	7
Bacteroides xylanisolvens NLAE-zl-P736	#12918	Predicted PUL 12	GH130_1 unk GH30_6 SusD SusC unk GH130_1 unk GH30_6 SusD SusC unk unk GH154			14	13	1	1, 5, 7, 11, 12	5	0, 2, 6, 8, 13	5
Bacteroides xylanisolvens NLAE-zl-P736	#12979	Predicted PUL 73	GH105 GH154 GH154|Sulf_1 GH43_28 Sulf_1 GH88|GH154 GH50 unk SusD SusC			10	1, 2, 5	3	7	1	0, 1, 2, 3, 5, 6	6
Bacteroides xylanisolvens SD CC 1b	#2013	Predicted PUL 1	GH105 GH154 GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusC CBM|CBM|CBM96 CE20 CE20 unk GH2			14	1, 2, 4	3	6, 12	2	0, 1, 2, 3, 4, 5, 13	7
Bacteroides xylanisolvens SD CC 1b	#2041	Predicted PUL 29	GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105			15	11	1	8	1	0, 1, 2, 9, 10, 11, 12, 14	8
Bacteroides xylanisolvens SD CC 2a	#1296	Predicted PUL 17	GH154|Sulf_1 GH43_28 GH88|GH154 GH50 unk SusD SusD SusC CBM|CBM|CBM96 CE20 CE20 GH2 unk unk			14	0, 2	2	4, 12, 13	3	0, 1, 2, 3, 11	5
Bacteroides xylanisolvens SD CC 2a	#1312	Predicted PUL 33	GH43_19 GH51_2 GH97 HTCS SusC SusD SusC SusD unk GH16_3 GH16_3|GH43_24 GH154 GH43_24 PL42 GH105			15	11	1	8	1	0, 1, 2, 9, 10, 11, 12, 14	8
Bacteroides xylanisolvens VIII-271A	#22235	Predicted PUL 5	PL42 GH43_24 GH154 GH43_34 GH127 unk HTCS unk SusD SusC unk GH97 GH51_2 GH43_19 GH35|CBM32 GH35			16	2	1	5, 7, 10	3	1, 2, 3, 4, 11, 12, 13, 14, 15	9
Bacteroides zoogleoformans ATCC 33285	#20215	Predicted PUL 17	GH154 PL42 GH105 GH97 GH51_2 GH127 GH2 HTCS SusC SusD			10	0	1		0	0, 2, 3, 4, 5, 6	6
Chitinophaga skermanii DSM 23857	#42838	Predicted PUL 3	HTCS SusC SusD GH29 GH154 GH105			6	4	1		0	3, 4, 5	3
Christiangramia flava JLT2011	#24515	Predicted PUL 19	GH43_19|GH43_34 GH105 GH154 GH2 PL42 GH43_17 GH2 GH30_4 SusC SusD unk SusD GH51_1 GH146 GH43_29 GH43_5 GH127 GH51_2 unk unk unk EPI unk unk GH27|CBM51	#24496	Lite 10	25	2	1	10, 18, 19, 20, 22, 23	6	0, 1, 2, 3, 5, 6, 7, 12, 13, 14, 15, 16, 17, 24	14
Christiangramia fulva SH35	#33209	Predicted PUL 9	GH43_37|CBM61 GH43_17 GH43_19|GH43_34 GH154 GH16_3 GH88 PL42 GH2 GH2 GH30_4 SusD SusC HTCS SusC SusD unk unk GH43_18|Pept_SC GH105 GH106 PL22_2 SusC SusD Sulf_1 unk SusC SusD unk unk SusC SusD SusC SusD unk PL26 unk unk unk GH105 unk unk GH28 GH159 Est GH2 GH115 GH2 GH43_19 CE12|CE12 GH2 CE12 CE20 GntR			53	3	1	15, 16, 24, 27, 28, 33, 35, 36, 37, 39, 40	11	0, 1, 2, 3, 4, 5, 7, 8, 9, 17, 18, 19, 38, 41, 42, 44, 45, 46, 47, 49	20
Draconibacterium halophilum M1	#43629	Predicted PUL 9	GH154 SusD SusC SusC			4	0	1		0	0	1
Dysgonomonas capnocytophagoides DSM 22835	#13531	Predicted PUL 19	unk GH88 GH154 Pept_SC unk GH97 GH29 Est GH3 unk SusD SusC Anti-σ ECF-σ			14	2	1	0, 4, 9	3	1, 2, 5, 6, 8	5
Dysgonomonas capnocytophagoides DSM 22835	#13537	Predicted PUL 25	PL42 GH154 GH105 GH2 SusC SusD HTCS			7	1	1		0	1, 2, 3	3
Dysgonomonas capnocytophagoides SMU001	#75632	Predicted PUL 9	unk GH88 GH154 unk unk GH97 GH29 Est GH3 unk SusD SusC Anti-σ ECF-σ			14	2	1	0, 3, 4, 9	4	1, 2, 5, 6, 8	5
Dysgonomonas capnocytophagoides SMU001	#75658	Predicted PUL 35	HTCS SusD SusC GH2 GH105 GH154 PL42			7	5	1		0	3, 4, 5	3
Dysgonomonas macrotermitis DSM 27370	#37790	Predicted PUL 1	GH154 GH105 PL42 unk GH97 GH13 unk unk SusD SusC SusR			11	0	1	3, 6, 7	3	0, 1, 4, 5	4
Dysgonomonas macrotermitis JCM 19375	#37535	Predicted PUL 1	GH154 GH105 PL42 unk GH97 GH13 unk unk SusD SusC SusR			11	0	1	3, 6, 7	3	0, 1, 4, 5	4
Dysgonomonas sp. HDW5A	#43980	Predicted PUL 11	HTCS GH2 GH105 GH154 SusD GH43_24 PL42 unk PL38|GH88 GH2|CBM unk SusD SusC			13	3	1	7, 10	2	1, 2, 3, 5, 8, 9	6
Dysgonomonas sp. HDW5B	#43941	Predicted PUL 10	HTCS GH2 GH105 GH154 SusC SusD GH43_24 PL42			8	3	1		0	1, 2, 3, 6	4
Dysgonomonas sp. HGC4	#37632	Predicted PUL 26	unk GH2 EPI PL42 GH136|GH43_24 SusD SusC GH154 GH105 GH2 HTCS GH43_19|GH43_34			12	7	1	0	1	1, 4, 7, 8, 9, 11	6
Echinicola marina SCS 3-6	#57385	Predicted PUL 3	GH2 GH43_19|GH43_34 GH88 PL42 GH154 GH16_3 unk unk unk SusD SusC unk GH43_17 GH43_29 GH43_19 GH43_19 GH43_18 SusC SusD			19	4	1	6, 7, 8, 11	4	0, 1, 2, 4, 5, 12, 13, 14, 15, 16	10
Echinicola soli LN3S3	#39205	Predicted PUL 3	GH2 GH43_19|GH43_34 GH88 PL42 GH154 unk SusD SusC unk GH43_17 GH43_29 GH43_19 GH43_19 GH43_18			14	4	1	5, 8	2	0, 1, 2, 4, 9, 10, 11, 12, 13	9
Echinicola strongylocentroti MEBiC08714	#34540	Predicted PUL 38	GH43_19|GH43_34 GH88 PL42 GH154 GH16_3 unk SusD SusC unk GH43_18			10	3	1	5, 8	2	0, 1, 3, 4, 9	5
Echinicola vietnamensis DSM 17526	#8314	Predicted PUL 4	GH2 GH43_19|GH43_34 GH88 PL42 GH154 GH16_3 unk SusD SusC unk GH43_17 GH43_29 GH43_19 GH43_19 GH43_18 GH43_29			16	4	1	6, 9	2	0, 1, 2, 4, 5, 10, 11, 12, 13, 14, 15	11
Flavisolibacter ginsenosidimutans Gsoil 636	#40132	Predicted PUL 19	GH2 GH154 GH88 GH35 SusD SusC HTCS			7	1	1		0	0, 1, 2, 3	4
Flavobacteriaceae bacterium HL-DH10	#75871	Predicted PUL 6	GH2 GH154 GH105 PL42 GH2 unk unk SusD SusC HTCS			10	1	1	5, 6	2	0, 1, 2, 4	4
Flavobacterium commune PK15	#24335	Predicted PUL 18	HTCS unk SusC SusD GH30_4 GH2 GH2 GH30_4 GH2 GH27 GH43_19|GH43_34 GH154 GH28 unk GntR			15	11	1	1, 13	2	4, 5, 6, 7, 8, 9, 10, 11, 12	9
Flavobacterium crocinum HYN0056	#34712	Predicted PUL 26	HTCS GH43_10|CBM91 GH105 GH95 PL1_2 unk SusD SusC GH95 CE8 unk GH28 CE8 GH43_26 Pept_SE GH154 GH43_17 GH43_24 GH16_3 GH128 SusD SusC GH105 HTCS GH2 PL42 unk unk MFS GH88 GH146 GH97 unk PL43 GH43_10|CBM91 unk GH28 Pept_SE unk unk SusD SusC HTCS			43	15	1	5, 10, 26, 27, 32, 35, 38, 39	8	1, 2, 3, 8, 11, 13, 15, 16, 17, 18, 19, 22, 24, 29, 30, 31, 34, 36	18
Flavobacterium daejeonense DSM 17708	#11845	Predicted PUL 18	GH2 HTCS GH154 GH105 Pept_SK SusC SusD unk unk GH16_10 GH43_24 unk unk GH78 GH2 GH154			16	2, 15	2	7, 8, 11, 12	4	0, 2, 3, 9, 10, 13, 14, 15	8
Flavobacterium denitrificans DSM 15936	#14308	Predicted PUL 13	GH154 GH43_17 GH43_24 GH16_3 SusD SusC GH105 GH154 HTCS GH2			10	0, 7	2		0	0, 1, 2, 3, 6, 7, 9	7
Flavobacterium gilvum EM1308	#29417	Predicted PUL 16	unk Sulf_1 GH92 Est GH154 PL30 GH3 GH120 GH117 GH95 GH35 CE20 PL29 GH88 SusD SusC unk Sulf_1 PL29 GH88			20	4	1	0, 16	2	2, 4, 6, 7, 8, 9, 10, 13, 19	9
Flavobacterium sp. ASV13	#20105	Predicted PUL 32	GH2 HTCS GH154 GH105 SusC SusD GH128 GH16_3 GH43_24 GH43_17 GH154 Pept_SE			12	2, 10	2		0	0, 2, 3, 6, 7, 8, 9, 10	8
Flavobacterium sp. CF136	#10527	Predicted PUL 24	GH130_4 GntR GH2 GH88 GH154|GH16_10 HTCS PL42 unk unk GH43_24 GH2 CE20 GH35 GH10|CBM4 unk SusD SusC			17	4	1	7, 8, 14	3	0, 2, 3, 4, 9, 10, 12, 13	8
Flavobacterium sp. JGI 0001001-D1	#20119	Predicted PUL 5	SusC SusD GH128|CBM62 GH43_24 GH78 GH154			6	5	1		0	2, 3, 4, 5	4
Flavobacterium sp. KACC 22761	#77465	Predicted PUL 27	GH2|CBM unk unk Pept_SE unk GH154 GH43_17 GH43_24 GH16_3 SusD SusC GH105 GH154 HTCS GH2			15	5, 12	2	1, 2, 4	3	0, 5, 6, 7, 8, 11, 12, 14	8
Flavobacterium sp. KBS0721	#40700	Predicted PUL 36	GH154 GH2 GH43_17 GH43_24 GH16_3 GH128 SusD SusC GH105 GH154 HTCS GH2 PL42			13	0, 9	2		0	0, 1, 2, 3, 4, 5, 8, 9, 11	9
Flavobacterium sp. MDT1-60	#46751	Predicted PUL 16	GH39 PL42 GH2 unk HTCS GH154 GH105 SusC SusD GH128 GH16_3 GH43_24 unk GH78 GH154 SusC SusD GH33 Pept_MH unk SusC SusD unk GH53 GH53 unk			26	5, 14	2	3, 12, 19, 22, 25	5	0, 2, 5, 6, 9, 10, 11, 13, 14, 17, 23, 24	12
Flavobacterium sp. SLB02 SGTM	#40966	Predicted PUL 29	GH43_26 GH154 GH2 GH43_24 GH16_3 GH128|CBM62 SusD SusC GH105 GH154 HTCS GH2 PL42			13	1, 9	2		0	0, 1, 2, 3, 4, 5, 8, 9, 11	9
Galbibacter marinus	#17086	Predicted PUL 29	unk GH43_19|GH43_34 GH43|GH51_2 GH88 PL42 GH154|GH16_10 SusD SusC			8	5	1	0	1	1, 2, 3, 5	4
Galbibacter orientalis DSM 19592	#10554	Predicted PUL 7	SusC SusD GH154|GH16_10 PL42 GH88 GH2 GH27 GH43_19|GH43_34			8	2	1		0	2, 4, 5, 6, 7	5
