Species	PUL ID	Name	Modularity	Overlap IDs	Overlap Names
Parafilimonas terrae DSM 28286	#32714	Predicted PUL 26	GH105|GH154 PL33_1 SusD SusC		
Parapedobacter luteus DSM 22899	#31964	Predicted PUL 66	GH51_1 SusC SusD GH16_3 GH43_17 GH97 unk GH154 GH43_18|GH105		
Pedobacter africanus DSM 12126	#25412	Predicted PUL 66	GH154 GH88 GH29 SusD SusC unk unk Pept_MA unk unk unk SusD SusC unk unk SusD SusC HTCS		
Pedobacter africanus DSM 12126	#25422	Predicted PUL 76	SusC SusD GH3 GH154 SusC SusD unk CBM32 GH88 GH106		
Pedobacter cryoconitis DSM 14825	#20406	Predicted PUL 7	unk PL38 GH154 GH88 PL8_3 GH16_3 SusD SusC HTCS		
Pedobacter endophyticus JBR3-12	#47670	Predicted PUL 16	HTCS unk SusC SusD SusC SusD GH29 GH88 GH154		
Pedobacter endophyticus JBR3-12	#47706	Predicted PUL 52	SusC SusD unk GH29 GH35 GH95 PL8_3 GH88 GH154		
Pedobacter gandavensis WB7	#74178	Predicted PUL 48	SusD SusC unk unk GH20 GH125 unk GH154		
Pedobacter ginsengisoli T01R-27	#30634	Predicted PUL 22	HTCS SusC SusD GH29 GH154		
Pedobacter heparinus DSM 2366	#8837	Predicted PUL 27	ECF-σ Anti-σ SusC SusD unk CBM96 unk GH109 unk unk GH105 unk CE20 GH2|CBM CBM|CBM|CBM96 GH2 GH154 GH88 GH39 SusC SusD SusC SusD unk GH		
Pedobacter heparinus DSM 2366	#8850	Predicted PUL 40	GH43_26 GH88 GH154 SusD SusC SusD SusC SusC Anti-σ ECF-σ		
Pedobacter heparinus DSM 2366	#8886	Predicted PUL 76	GH106 GH88 unk unk SusD SusC Pept_MH GH154 GH3 SusD SusC		
Pedobacter metabolipauper DSM 19035	#26766	Predicted PUL 35	GH51_2 PL11_1 GH97 GH16_3 unk unk SusD SusC PL42 GH154 GH105 GH43_19|GH43_34 GH51_2 GH51_1 GH43_5		
Pedobacter nutrimenti DSM 27372	#27088	Predicted PUL 31	HTCS SusC SusD SusC SusD GH136 CBM32 GH2 PL35 GH88 GH154		
Pedobacter nyackensis DSM 19625	#42687	Predicted PUL 21	HTCS GH105 GH154 SusC SusD unk unk SusC SusD unk unk		
Pedobacter nyackensis DSM 19625	#42688	Predicted PUL 22	unk Sulf_1 unk GH105 GH154 GH123_1 Pept_MH GH25 unk unk Pept_MA SusD SusC Anti-σ ECF-σ		
Pedobacter nyackensis DSM 19625	#42754	Predicted PUL 88	HTCS SusC SusD unk unk SusC SusD unk unk unk Pept_MA unk unk GH20 GH20 SusC SusD GH29 GH88 GH154		
Pedobacter nyackensis DSM 19625	#42760	Predicted PUL 94	AraC SusC SusD GH88 GH154 GH97 MFS unk GH2 GntR		
Pedobacter nyackensis DSM 19625	#42785	Predicted PUL 119	HTCS SusC SusD GH88 GH154		
Pedobacter rhizosphaerae DSM 18610	#41402	Predicted PUL 15	SusD SusC SusD SusC GH35 GH43_24 GH154 GH105 GH146 PL42 HTCS GH5_13 GH43_26 GH43_31 unk unk SusD SusC		
Pedobacter rhizosphaerae DSM 18610	#41436	Predicted PUL 49	HTCS unk SusC SusD SusC SusD unk unk GH29 GH88 GH154		
Pedobacter riviphilus SW-16	#46628	Predicted PUL 5	HTCS SusC SusD GH95 PL8_3 GH88 GH154 unk unk		
Pedobacter riviphilus SW-16	#46649	Predicted PUL 26	HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD SusC SusD GH16_3		
Pedobacter roseus KACC 11594	#46997	Predicted PUL 3	SusC SusD HTCS SusC SusD unk PL8_3 GH88 GH154 unk unk		
Pedobacter roseus KACC 11594	#47032	Predicted PUL 38	SusC SusD GH159 GH2 GH39 SusD SusC unk unk SusD SusC unk GH106 unk GH31_9 GH115 GH105 GH2 CE12 CE12 PL11_1 unk GH28 GH51_2 GH51_1 GH97 GH43_18 GH43_29 unk GH28 unk unk SusD SusC GH127 GH35 GH43_24 SusD SusC GH154 GH105 GH43_19|GH43_34 PL42 HTCS		
Pedobacter soli DSM 18609	#41488	Predicted PUL 22	Anti-σ ECF-σ SusC SusD unk unk SusC SusD unk unk unk Pept_MA unk unk HTCS unk GH88 GH154		
Pedobacter soli DSM 18609	#41515	Predicted PUL 49	Sulf_1 HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD		
Pedobacter soli DSM 18609	#41530	Predicted PUL 64	unk unk GH154 GH88 PL8_3 GH95 SusD SusC SusD SusC HTCS		
Pedobacter sp. D749	#54784	Predicted PUL 15	HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 GH35 SusC SusD		
Pedobacter sp. HDW13	#44045	Predicted PUL 11	GH95 GH154 GH105 CBM32 SusD SusD unk SusC SusD SusC unk HTCS		
Pedobacter sp. HDW13	#44073	Predicted PUL 39	SusC SusD HTCS unk SusC SusD PL8_3 GH88 GH154 unk unk		
Pedobacter sp. HDW13	#44096	Predicted PUL 62	Sulf_1 HTCS PL42 GH43_19|GH43_34 GH105 GH154 GH43_24 unk SusC SusD SusC SusD SusC SusD unk unk GH16_3		
Pedobacter sp. KBS0701	#40750	Predicted PUL 38	SusD SusC GH35 GH43_24 GH154 GH105 GH43_19|GH43_34 PL42 HTCS		
Pedobacter sp. Leaf194	#55654	Predicted PUL 21	CBM48|GH13_10 GH13_26|GH77 unk GH51_2 GH16_3 GH35 GH43_24 SusD SusC GH154 GH105 GH43_19|GH43_34 PL42 GH146 HTCS		
Pedobacter sp. OK626	#43124	Predicted PUL 25	GH154 GH88 GH29 unk unk Pept_MA unk unk unk SusD SusC unk unk SusD SusC HTCS		
Pedobacter sp. OK626	#43187	Predicted PUL 88	SusC SusD GH3 GH154 SusC SusD unk CBM32 GH106		
Pedobacter sp. OK626	#43216	Predicted PUL 117	ECF-σ Anti-σ SusC SusD unk unk GH105 GH154 HTCS unk SusC SusD unk GH2 GH16_3		
Pedobacter sp. PAMC26386	#46957	Predicted PUL 35	unk PL38 GH154 GH88 PL8_3 SusD SusC HTCS		
Pedobacter sp. SL55	#73043	Predicted PUL 4	unk unk unk Pept_MA unk unk unk SusD unk SusC unk unk SusD unk SusC GH154 GH88		
Phocaeicola dorei 1	#74453	Predicted PUL 4	unk unk GH154 unk unk GH2 GH2 unk SusC unk SusD unk GH28 GH28 GH43_24 GH43_24 HTCS unk GH43_18		
Phocaeicola dorei 2	#74437	Predicted PUL 58	Anti-σ ECF-σ unk SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei 5_1_36 D4	#10049	Predicted PUL 42	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH78 Est GH27|CBM35 CE20 GH2 GH28 SusD SusC Anti-σ ECF-σ		
Phocaeicola dorei 5_1_36 D4	#10063	Predicted PUL 56	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola dorei An16	#35196	Predicted PUL 36	ECF-σ Anti-σ SusC SusD GH43_10|CBM91 GH43_10|CBM91 GH146 HTCS GH43_10|CBM91 unk GH88 GH154 GH106 GH2 SusC SusD GH106 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei An16	#35216	Predicted PUL 56	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42		
Phocaeicola dorei An41	#35267	Predicted PUL 32	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola dorei An41	#35277	Predicted PUL 42	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH154 GH88 GH2 GH43_10|CBM91 HTCS		
Phocaeicola dorei CL02T00C15	#14672	Predicted PUL 65	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2		
Phocaeicola dorei CL02T12C06	#15377	Predicted PUL 61	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2		
Phocaeicola dorei CL03T12C01	#15936	Predicted PUL 55	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 unk GH154 GH88 GH2 GH43_10|CBM91 HTCS GH78 unk GH43_19 GH88|GH154 SusD SusC		
Phocaeicola dorei CL06T03C03	#52005	Predicted PUL 25	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42		
Phocaeicola dorei CL06T03C03	#52033	Predicted PUL 53	ECF-σ Anti-σ SusC SusD GH88|GH154 GH43_19 unk GH78 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei DH3716Y	#72029	Predicted PUL 32	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH146 GH43_10|CBM91 GH43_10|CBM91 SusD SusC Anti-σ ECF-σ		
Phocaeicola dorei DH3716Y	#72034	Predicted PUL 37	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola dorei DSM 17855	#3923	Predicted PUL 23	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola dorei DSM 17855	#3946	Predicted PUL 46	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH106 GH154 GH88 GH2 GH43_10|CBM91 HTCS unk GH97 SusD SusC Anti-σ ECF-σ		
Phocaeicola dorei DSM 17855 v2	#45044	Predicted PUL 7	ECF-σ Anti-σ SusC SusD GH97 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 SusC SusD GH106 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei DSM 17855 v2	#45084	Predicted PUL 47	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei isolate HS1_L_1_B_010	#22941	Predicted PUL 42	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH43_12|CBM91 GH28 GH43_24 GH2 SusD SusC Anti-σ ECF-σ		
Phocaeicola dorei isolate HS1_L_1_B_010	#22950	Predicted PUL 51	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42		
Phocaeicola dorei isolate HS1_L_3_B_079	#22842	Predicted PUL 14	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei isolate HS1_L_3_B_079	#22870	Predicted PUL 42	ECF-σ Anti-σ SusC SusD GH2|GH2 GH137 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei isolate HS2_L_2_B_045b	#22987	Predicted PUL 14	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei isolate HS2_L_2_B_045b	#23016	Predicted PUL 43	ECF-σ Anti-σ SusC SusD GH2|GH2 GH137 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei JR01	#44981	Predicted PUL 14	ECF-σ Anti-σ SusC SusD GH115 GH43_24 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei JR01	#45021	Predicted PUL 54	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei JR02	#45185	Predicted PUL 7	ECF-σ Anti-σ SusC SusD GH115 GH43_24 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei JR02	#45225	Predicted PUL 47	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei JR03	#45114	Predicted PUL 7	ECF-σ Anti-σ SusC SusD GH115 GH43_24 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 unk PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei JR03	#45154	Predicted PUL 47	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei JR04	#45263	Predicted PUL 14	ECF-σ Anti-σ SusC SusD GH2|GH2 GH137 GH43_12|CBM91 HTCS GH43_10|CBM91 GH2 GH88 GH154 GH106 GH2 PL26 SusC SusD GH88 GH154 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola dorei JR04	#45302	Predicted PUL 53	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola dorei JR05	#44910	Predicted PUL 16	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola dorei JR05	#44949	Predicted PUL 55	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 SusD SusC PL26 GH2 GH106 GH154 GH88 GH2 GH43_10|CBM91 HTCS GH43_12|CBM91 GH137 GH2|GH2 SusD SusC Anti-σ ECF-σ		
Phocaeicola massiliensis B84634	#17115	Predicted PUL 22	GH154 unk GH88 PL33_1 SusD SusC		
Phocaeicola massiliensis TSDC17.2	#27416	Predicted PUL 32	GH154 unk GH88 PL33_1 SusD SusC		
Phocaeicola plebeius DSM 17135	#3610	Predicted PUL 5	SusD SusC HTCS GH43_24 GH43_17 GH105|GH154 PL42		
Phocaeicola plebeius DSM 17135	#3621	Predicted PUL 16	unk GH50 GH105|GH154 unk unk unk unk GH16_12 unk unk unk GH86 GH86 unk unk SusD SusC HTCS unk Sulf_1 GH29 GH16_14 SusD SusC GH2	#3605	Lite 1
Phocaeicola plebeius DSM 17135	#3626	Predicted PUL 21	GH154 GH88 SusD SusC Pept_MA PL35 GH29 HTCS unk GH3|Pept_SE		
Phocaeicola plebeius DSM 17135	#3640	Predicted PUL 35	AraC unk GH78 GH106 GH154 GH88 GH106 GH106 GH2|CBM SusC SusD GH106 GH2		
Phocaeicola plebeius DSM 17135	#3641	Predicted PUL 36	GH154 SusD SusC HTCS unk GH29 GH105 GH2 GH110 SusC SusD		
Phocaeicola salanitronis DSM 18170	#11941	Predicted PUL 11	GH105|GH154 PL42 unk GH127 GH43_24 GH154 GH16_3|GH154 SusD SusC		
Phocaeicola vulgatus 274-1D4	#14783	Predicted PUL 41	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD CBM GH16_3 GH43_24 GH43_17 SusD SusC unk ECF-σ Anti-σ		
Phocaeicola vulgatus ATCC 8482	#28032	Predicted PUL 13	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus ATCC 8482	#28060	Predicted PUL 41	ECF-σ Anti-σ SusC SusD GH105 GH154 GH2 unk GH78 HTCS unk GH43_18 GH140		
Phocaeicola vulgatus BFG-191	#56617	Predicted PUL 2	ECF-σ Anti-σ SusC SusD GH2 GH78 HTCS GH2 GH88 GH154		
Phocaeicola vulgatus BFG-191	#56649	Predicted PUL 34	GH146 GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus BFG-201	#68100	Predicted PUL 11	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus BFG-201	#68122	Predicted PUL 33	GH154 GH2 SusC SusD GH106 GH28|GH43_24 HTCS unk GH43_18 GH140		
Phocaeicola vulgatus BFG-626	#63973	Predicted PUL 10	GH146 GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus CL06T03C24	#52059	Predicted PUL 9	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus CL06T03C24	#52097	Predicted PUL 47	GH140 GH43_18 unk HTCS GH28|GH43_24 GH106 SusD SusC GH2 GH154 HTCS GH78 unk unk GH27|CBM35 GH27 CE20 GH2 GH28 SusD SusC Anti-σ ECF-σ		
Phocaeicola vulgatus CL09T03C04	#17159	Predicted PUL 19	GH140 GH43_18 unk HTCS GH28|GH43_24 GH154 GH88 GH105 GH106 SusD SusC GH2 GH154 HTCS		
Phocaeicola vulgatus CL09T03C04	#17182	Predicted PUL 42	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC GH43_19|GH43_34 GH51_2 GH35|CBM32 HTCS SusC SusD GH31_4 GH146		
Phocaeicola vulgatus CL10T00C06	#61247	Predicted PUL 1	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus D43t1_170807_F8	#47360	Predicted PUL 29	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus DFI.4.81	#78628	Predicted PUL 38	PL42 GH105|GH154 unk HTCS unk SusC SusD		
Phocaeicola vulgatus FDAARGOS_1098	#48561	Predicted PUL 26	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus FDAARGOS_1098	#48598	Predicted PUL 63	GH140 GH43_18 unk HTCS unk GH2 GH154 GH105 SusD SusC Anti-σ ECF-σ		
Phocaeicola vulgatus FDAARGOS_1099	#48611	Predicted PUL 7	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC GH43_19|GH43_34 GH51_2 GH35|CBM32 HTCS SusC SusD GH31_4 GH146		
Phocaeicola vulgatus MG01-03	#57816	Predicted PUL 7	GH146 GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus MG01-07	#57758	Predicted PUL 8	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus MG01-10	#57699	Predicted PUL 8	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus mpk	#28731	Predicted PUL 8	GH154 GH88 GH2 GH2 HTCS GH78 GH2 unk SusD unk unk SusC Anti-σ ECF-σ		
Phocaeicola vulgatus mpk	#28778	Predicted PUL 55	GH146 GH31_4 SusD SusC SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus NLAE-zl-G202	#5189	Predicted PUL 25	SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus PC510	#1702	Predicted PUL 16	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus RJ2H1	#15453	Predicted PUL 8	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH16_3 CBM SusD SusC SusD SusC HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus RJ2H1	#15478	Predicted PUL 33	ECF-σ Anti-σ SusC SusD GH2 GH78 HTCS unk GH2 GH88 GH154		
Phocaeicola vulgatus RJ2L3	#16067	Predicted PUL 12	GH146 GH31_4 SusD SusC HTCS GH35|CBM32 GH51_2 GH43_19|GH43_34 SusC SusD GH43_17 GH43_24 GH43_9|CBM91|GH43_19 SusD SusC SusD SusC unk HTCS unk GH105|GH154 PL42		
Phocaeicola vulgatus TSDC17.2	#27641	Predicted PUL 4	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC GH43_19|GH43_34 GH51_2 GH35|CBM32 GH146		
Phocaeicola vulgatus VIC01	#40560	Predicted PUL 17	PL42 GH105|GH154 unk HTCS unk SusC SusD SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus VIII-271C	#22054	Predicted PUL 12	GH140 GH43_18 unk HTCS GH78 unk GH2 GH154 GH105 SusD SusC Anti-σ ECF-σ		
Phocaeicola vulgatus VIII-271C	#22078	Predicted PUL 36	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD CBM GH16_3 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus VIII-271D	#22137	Predicted PUL 32	GH140 GH43_18 unk HTCS GH78 unk GH2 GH154 GH105 SusD SusC Anti-σ ECF-σ		
Phocaeicola vulgatus VIII-271D	#22140	Predicted PUL 35	PL42 GH105|GH154 unk HTCS SusC SusD SusC SusD CBM GH16_3 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus VIII-271E	#22178	Predicted PUL 10	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Phocaeicola vulgatus VPI-5710	#45755	Predicted PUL 8	PL42 GH105|GH154 unk HTCS SusC SusD GH43_9|CBM91|GH43_19 GH43_24 GH43_17 SusD SusC		
Polaribacter reichenbachii 6Alg 8T	#24734	Predicted PUL 11	GH154 GH154 GH128 CBM13 CBM13|CBM42 GH43_19|GH43_34 GH31_4 GH105 PL42 GH30_4 GH43_34 GH2 GH115 SusD SusC HTCS unk unk GH39|CBM84 unk SusD SusC Anti-σ ECF-σ		
Polaribacter reichenbachii KCTC 23969	#31005	Predicted PUL 17	GH154 GH154 GH128 CBM13 CBM13|CBM42 GH43_19|GH43_34 GH31_4 GH105 PL42 GH30_4 GH43_34 GH2 GH115 SusD SusC HTCS unk unk GH39|CBM84 unk SusD SusC Anti-σ ECF-σ		
Porphyromonadaceae bacterium KH3CP3RA	#5955	Predicted PUL 36	GH106 unk GH43_18 SusC unk GH2 GH30_4 SusD SusC unk HTCS GH43_24|GH16_3 unk SusD SusC SusD SusC HTCS GH2 GH154 GH105 SusD SusC HTCS		
Porphyromonadaceae bacterium KH3R12	#6019	Predicted PUL 19	HTCS SusC SusD GH105 GH154 GH2 HTCS unk SusC SusD SusC SusD unk GH43_24|GH16_3 HTCS unk SusC SusD GH30_4 GH2 GH43_17 unk SusC GH43_18 HTCS GH2 unk SusC SusD GH105|CE12 unk CE12 GH105 GH28 Sulf_1 GH106 GH2 CE12 GH2|CE12 unk HTCS		
Porphyromonadaceae bacterium KH3R12	#6035	Predicted PUL 35	GH3 GH67 GH2 SusC SusD unk unk GH154 GH140		
Porphyromonadaceae bacterium NLAE-zl-C104	#6134	Predicted PUL 33	HTCS SusC SusD GH105 GH154 GH2 HTCS unk SusC SusD SusC SusD unk GH43_24|GH16_3 GH2		
Porphyromonadaceae bacterium NLAE-zl-C104	#6137	Predicted PUL 36	unk SusC SusD unk unk GH154 GH140		
Prevotella aff. ruminicola Tc2-24	#7010	Predicted PUL 5	GH154 PL33_1 GH105 SusD SusC GH43_24 unk HTCS		
Prevotella herbatica WR041 	#49706	Predicted PUL 2	GH105 GH154 SusD SusC		
Prevotella sp. E13-17	#59432	Predicted PUL 16	GH154 GH28 SusC SusD ECF-σ unk		
Prevotella sp. FD3004	#6684	Predicted PUL 21	HTCS GH43_24 SusC SusD GH105 PL33_1 GH154 SusD SusC HTCS		
Prevotella sp. KHP7	#6703	Predicted PUL 5	HTCS GH43_24 SusC SusD GH105 PL33_1 GH154 SusD SusC HTCS		
Prevotella sp. LC2012	#6821	Predicted PUL 15	HTCS unk GH43_24 SusC SusD GH105 PL33_1 GH154		
Prevotella sp. MA2016	#6856	Predicted PUL 26	HTCS GH43_19|GH43_24 SusC SusD unk GH105 PL33_1 unk GH154 SusD SusC HTCS		
Prevotella sp. NE3005	#6876	Predicted PUL 11	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 GH154 unk		
Prevotella sp. P6B1	#6895	Predicted PUL 3	HTCS GH43_19|GH43_24 SusC SusD GH105 PL33_1 unk GH154 SusD SusC HTCS		
Prevotella sp. P6B4	#6950	Predicted PUL 19	SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Prevotella sp. RM4	#6609	Predicted PUL 21	HTCS SusC SusD GH154 unk PL33_1 GH105 SusD SusC GH43_19|GH43_24 HTCS		
Prolixibacter bellariivorans ATCC BAA-1284	#18244	Predicted PUL 24	ECF-σ Anti-σ SusC SusD CE20 unk GH154 unk		
Proteiniphilum acetatigenes DSM 18083	#9681	Predicted PUL 5	HTCS SusC SusD GH154 GH105 unk GH2 HTCS unk SusC SusD SusC SusD unk GH43_24|GH16_3 HTCS unk SusC SusD GH30_4 GH2 unk SusC SusD unk unk unk unk GH29 SusC GH43_18 unk GH106 unk GH97 HTCS GH51_1 unk unk GH43_5 unk unk GH51_2 GH43_19 GH146|GH43_19|GH43_34 GH35|CBM32 GH51_2		
